title,type,rating,read,last_read,synonyms,mal,anilist,mangaupdates
RuriDragon,Reading,,16,2024-15-12,"ルリドラゴン,Дракон Рури,RuriDragon,Rồng Ruri,Ruri Dragon,Smok Ruri,Drak Ruri,Ruri Sinaga,Ruri Dragon,루리 드래곤",https://myanimelist.net/manga/148054,https://anilist.co/manga/150440,https://www.mangaupdates.com/series/rymwscf
Shiotaiou no Sato-san ga Ore ni dake Amai,Reading,,11,2024-00-07,"Aren't You Too Sweet Salt-God Sato-san?,Shiotaiou no Satou-san ga Ore ni dake Amai @comic,The Cold Sato is only Sweet to Me,The Salt-God Sato-san Is Only Sweet To Me!,คุณซาโต้ยอดนักเมิน เธอหวานใส่ผมแค่คนเดียว,塩対応の佐藤さんが俺にだけ甘い,塩対応の佐藤さんが俺にだけ甘い@comic,The Salt-God Sato-san is only sweet to me!,冷淡的佐藤同學只對我撒嬌,塩対応の佐藤さんが俺にだけ甘い,Aren’t You Too Sweet Salt-God Sato-San?,Shiotaiou no Satou-san ga Ore ni dake Amai @comic,คุณซาโต้ยอดนักเมิน เธอหวานใส่ผมแค่คนเดียว,Aren't You Too Sweet Salt-God Sato-san?,塩対応の佐藤さんが俺にだけ甘い@comic",https://myanimelist.net/manga/129562,https://anilist.co/manga/123130,https://www.mangaupdates.com/series/171471
Ueno-san wa Bukiyou,Reading,,,2024-19-07,"上野さんは不器用,笨拙之极的上野,How clumsy you are, Miss Ueno,Qué torpe eres, Ueno,Ueno is Clumsy,우에노 양은 서툴러",https://myanimelist.net/manga/94877,https://anilist.co/manga/86739,https://www.mangaupdates.com/series/119544
Mahou Shoujo ni Akogarete,Reading,,,2024-20-07,"Стремясь стать девочкой-волшебницей,魔法少女にあこがれて,Aku menyukai Magical Girls, tapi....,Looking up to Magical Girls,I Admire Magical Girls, and...,Я захоплююся чарівними двічатами і...,Chōngjǐng chéngwéi mófǎ shàonǚ,憧憬成为魔法少女,憧憬成為魔法少女,Le mie adorate maghette,Gushing over Magical Girls,Looking up to Magical Girls,Mahō Shōjo ni Akogarete",https://myanimelist.net/manga/120680,https://anilist.co/manga/109017,https://www.mangaupdates.com/series/153690
The Archmage's Restaurant,Reading,,69,2025-05-06,"어느 마법사의 식당,A Wizard's Restaurant,The Wizard's Restaurant,Eoneu Mabeobsaui Sigdang,異世界的美味魔法,Eoneu Mabeobsaui Sigdang,The Archmage’s Restaurant,어느 마법사의 식당,Magician's Restaurant,ครัวจอมเวท",https://myanimelist.net/manga/165757,https://anilist.co/manga/174104,https://www.mangaupdates.com/series/31pnhwu
"Houkago wa Kenka Saikyou no Gyaru ni Tsurekomareru Seikatsu Kanojo-tachi ni Sukarete, Boku mo Saikyou ni!?",Reading,,,2024-30-10,"The Story of Being Taught How to Fight by a Delinquent Gyaru,放課後はケンカ最強のギャルに連れこまれる生活　彼女たちに好かれて、僕も最強に⁉,The Story of Being Taught How to Fight by a Delinquent Gal,The Story of Being Taught How to Fight by a Yankee Gal,Houkago wa Kenka Saikyou no Gal ni Tsurekomareru Seikatsu: Kanojotachi ni Sukarete, Boku mo Saikyou ni!?",https://myanimelist.net/manga/166000,https://anilist.co/manga/173222,https://www.mangaupdates.com/series/vkt87ni
Houkago Kitaku Biyori,Reading,,,2024-02-11,"Journey Home After School,Viagem para casa depois da escola,Дорога домой после школы,放課後帰宅びより,El Camino a Casa Después de la Escuela,The Perfect Weather For Returning Home After School,El camino a casa después de la escuela,Pag-uwi mula sa paaralan,Câu lạc bộ siêu cấp về nhà",https://myanimelist.net/manga/165876,https://anilist.co/manga/173062,https://www.mangaupdates.com/series/1210hao
Monthly in the Garden with My Landlord,Reading,,,2024-42-13,"Maitsuki Niwa Tsuki, Ooya Tsuki,毎月庭つき大家つき,月付房租带院子带房东,Monthly With Garden With Ooya,Dom z ogrodem i właścicielką,Maitsuki, Niwatsuki, Ooyatsuki,Monthly in the Garden With My Landlord,月付房租 带院子带房东,매월 정원과 집주인 포함,Maitsuki Niwa Tsuki Ooya Tsuki",https://myanimelist.net/manga/139138,https://anilist.co/manga/136253,https://www.mangaupdates.com/series/184459
Akagi: The Genius Who Fell Into Darkness,Reading,,7,2024-31-26,"アカギ－闇に降り立った天才,Akagi - Yami ni Oritatta Tensai,Акаги — легенда маджонга,闘牌伝説アカギ 闇に舞い降りた天才,アカギ,Akagi~Yami ni Oritatta Tensai~,Legend of Mahjong: Akagi,Mahjong Legend Akagi: The Genius Who Descended Into the Darkness,Tohai Densetsu Akagi,Акаги - легенда маджонга,アカギ ～闇に降り立った天才～,Akagi",https://myanimelist.net/manga/1218,https://anilist.co/manga/31218,https://www.mangaupdates.com/series/10132
I Love Amy,Reading,,,2025-48-01,"나는 에이미를 사랑해,Я Люблю Эми,Naneun Eimireul Saranghae,J'aime Amy,Người bạn đầu tiên của Amy",https://myanimelist.net/manga/174045,https://anilist.co/manga/155471,https://www.mangaupdates.com/series/195252
The Great Mage of the Hero's Party Reincarnates,Reading,,64,2025-29-26,"용사파티 대마법사의 환생,The Rebirth of the Hero's Party's Archmage,El renacimiento del archimago del grupo del héroe,The Rebirth of the Hero's Party'sَ Archmageِ,Yongsapati Daemabeopsaui Hwansaeng,Reincarnation of the Hero Party Archmage,Реинкарнация архимага из команды героев,300年後に復活した大魔法使い",https://myanimelist.net/manga/170129,https://anilist.co/manga/178399,https://www.mangaupdates.com/series/tuvbov2
Reincarnated as the Daughter of the Legendary Hero and the Queen of Spirits (Official),Reading,,,2024-31-24,"Chichi wa Eiyū, Haha wa Seirei, Musume no Watashi wa Tensei-sha.,Chichi wa Eiyuu, Haha wa Seirei, Musume no Watashi wa Tenseisha.,Dad Is a Hero, Mom Is a Spirit, I'm a Reincarnator,Mein Vater ist ein Held, meine Mutter ein Geist und ich, die Tochter, eine Wiedergeborene!,Meu pai é um herói, minha mãe é um espírito e eu sou uma reencarnada,Mon père est un Héro, ma mère un Esprit et moi une réincarnée.,My Father Is a Hero, My Mother Is a Spirit and the Daughter (Me) Is a Reincarnator.,Мой Отец - Герой, моя Мать - Королева духов, а я перерождённая их дочерью.,Мой Отец - Герой, моя Мать - Королева духов, Я - Перерождённая их дочерью.,父は英雄、母は精霊、娘の私は転生者。,父亲是英雄, 母亲是灵魂, 我是个转世者,父親是英雄， 母親是靈魂， 我是個轉世者,爹強媽猛我無敵,爹强妈猛我无敌,轉生後的我成了英雄爸爸和精靈媽媽的女兒,转生后的我成了英雄爸爸和精灵妈妈的女儿,아빠는 영웅, 엄마는 정령, 딸인 나는 전생자.",https://myanimelist.net/manga/119656,https://anilist.co/manga/107980,https://www.mangaupdates.com/series/150727
Moto Kouzou Kaiseki Kenkyuusho no Isekai Boukentan,Reading,,,2024-36-24,"元構造解析研究者の異世界冒険譚,Adventures of a Former Structural Analyst,The Former Structural Analyst's Otherworldly Adventure Story,The Former Structural Researcher's Otherworldly Adventure Story,The Former Structural Researcher's Story of Otherworldly Adventure,原结构解析研究者的异世界冒险谭漫画人,Moto Kouzou Kaiseki Kenkyuusha no Isekai Boukentan",https://myanimelist.net/manga/129129,https://anilist.co/manga/122873,https://www.mangaupdates.com/series/166520
Shojo Null,Reading,,,2024-41-24,"少女Null,Shoujo Null",https://myanimelist.net/manga/161497,https://anilist.co/manga/167794,https://www.mangaupdates.com/series/zc2cw19
#Aitora,Reading,,,2024-05-25,♯アイトラ,https://myanimelist.net/manga/167536,https://anilist.co/manga/175201,https://www.mangaupdates.com/series/tm6vsbq
I've Been Killing Slimes for 300 Years and Maxed Out My Level,Reading,,10,2024-34-05,"Mengalahkan Slime Selama 300 Tahun, Tanpa Disadari Aku Sudah Level Max,Убивая слизней 300 лет, сама того не заметив, я достигла максимального уровня,スライム倒して３００年、知らないうちにレベルＭＡＸになってました,슬라임을 잡은지 300년, 모르는 사이에 레벨 MAX가 되었습니다,Ich habe 300 Jahre lang Schleim getötet und aus Versehen das höchste Level erreicht,持續狩獵史萊姆三百年，不知不覺就練到LV MAX,300 Yıldır Slime Öldürüyorum ve Seviyemi En Üst Düzeye Çıkardım,He estado matando slimes durante 300 años y he maximizado mi nivel,Ман 300 сол боз луобҳоро кушта ба дараҷаи баландтарин расидам (Tajik),Сурайму таоситэ санбяку нэн, сиранай ути ни рэбэру маккусу ни наттэмасита,Я 300 лет убивала слизь и прокачалась на максимум,أقتل السلايم منذ 300 عام وبلغت المستوى الأقصى,持续狩猎史莱姆三百年，不知不觉就练到LV MAX,獵一怪，曰史萊姆，不綴三百年，不覺已超凡出眾 (Classical),La sorcière invincible : tueuse de slimes depuis 300 ans !,ล่าสไลม์มา 300 ปี รู้ตัวอีกทีก็เลเวล MAX ซะแล้ว,Diệt slime suốt 300 năm, tôi level Max lúc nào chẳng hay,Max Level Witch,Slime Slayer,300 Yıldır Slime Öldürüyorum ve Seviyemi En Üst Düzeye Çıkardım (Turkish),He estado matando slimes durante 300 años y he maximizado mi nivel (Spanish),Ich habe 300 Jahre lang Schleim getötet und aus Versehen das höchste Level erreicht (German),While Killing Slimes for 300 Years, I Became the MAX Level Unknowingly,スライム倒して300年、知らないうちにレベルMAXになってました,打了三百年的史莱姆，不知不觉就练到了满等,獵一怪，曰史萊姆，不綴三百年，不覺已超凡出眾 (Classical Chinese),Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita,Slime Taoshite 300-nen, Shiranai Uchi ni Level MAX ni Nattemashita",https://myanimelist.net/manga/110288,https://anilist.co/manga/101069,https://www.mangaupdates.com/series/146564
The Person Sitting Next to Me Looking at Me with Perverted Eyes (Pre-Serialization),Reading,,9,2024-10-05,"Одноклассница, сидящая за соседней партой, смотрит на меня развратным взглядом,La persona de al lado me mira con ojos pervertidos,隣の席の奴がエロい目で見てくる話,Người bàn bên thường nhìn tôi bằng ánh mắt biến thái,となエロ,TonaEro,Людина, що сидить біля мене, дивиться на мене хтивими очима,Tonari no Seki no Yatsu ga Eroi me de Mitekuru Hanashi",,https://anilist.co/manga/177096,https://www.mangaupdates.com/series/95t1htc
Cool na Tsuma no Saa-chan,Reading,,54,2025-03-20,"Minha esposa legal, Sa-chan,My Cool Wife Saa-chan,쿨한 아내인 사짱,クールな妻のさーちゃん,Cool na Tsuma no Sā-chan,Kuuru na Tsuma no Sā-chan,Mein coole Frau, Saa-chan,My Cool Wife Sa-chan,Cool Tsuma no Saa-chan,Mi genial esposa Saa-chan,Cool Wife Saa-chan",,https://anilist.co/manga/171231,https://www.mangaupdates.com/series/47e2p23
My Web Game Wife Is a Popular Idol IRL,Reading,,20,2024-10-17,"Vợ trong game của tôi là Idol nổi tiếng ngoài đời,ネトゲの嫁が人気アイドルだった件～クール系の彼女は現実でも嫁のつもりでいる～,ไอดอลสาวสุดปังกับผมแต่งงานกันในเกมออนไลน์ ~(แต่) แฟนสาวสุดคูลอยากเป็นเจ้าสาวในโลกจริงด้วย~,Моя жена в онлайн-игре – популярный айдол,Netoge no Yome ga Ninki Idol Datta ~Cool kei no Kanojo wa Genjitsu demo Yome no Tsumori de Iru~,My Wife in the Web Game Is a Popular Idol,Netoge no Yome ga Ninki Idol datta - Cool-kei no Kanojo wa Genjitsu Demo Yome no Tsumori de Iru,ネトゲの嫁が人気アイドルだった,ネトゲの嫁が人気アイドルだった　～クール系の彼女は現実でも嫁のつもりでいる～,Netoge no Yome ga Ninki Idol datta",https://myanimelist.net/manga/153913,https://anilist.co/manga/157890,https://www.mangaupdates.com/series/7yziqkz
Osananajimi Kanojo no Morahara ga Hidoin de Zetsuen Sengen shite Yatta,Reading,,,2024-39-25,"Quá mệt mỏi với việc bị con bạn thuở nhỏ kiêm bạn gái bắt nạt, tôi đã chia tay với em ấy,幼馴染彼女のモラハラがひどいんで絶縁宣言してやった 〜自分らしく生きることにしたら、なぜか隣の席の隠れ美少女から告白された〜,Osananajimi Kanojo no Morahara ga Hidoin de Zetsuen Sengen Shite Yatta ~Jibun Rashiku Ikiru Koto ni Shitara, Naze ka Tonari no Seki no Kakure Bishoujo kara Kokuhaku Sareta~,I'm Sick and Tired of My Childhood Friend's, Now Girlfriend's, Constant Abuse, so I Broke up With Her,I Dared to Declare Goodbye to My Emotionally Abusive Childhood Sweetheart,I'm Sick and Tired of My Childhood Friend's, Now Girlfriend's, Constant Abuse So I Broke up With Her,Osananajimi Kanojo no Morahara ga Hidoin de Zetsuen Sengen shite Yatta - Jibun Rashiku Ikiru Koto ni shitara, Naze ka Tonari no Seki no Kakure Bishoujo kara Kokuhakusareta,幼馴染彼女のモラハラがひどいんで絶縁宣言してやった,幼馴染彼女のモラハラがひどいんで絶縁宣言してやった ～自分らしく生きることにしたら、なぜか隣の席の隠れ美少女から告白された～",https://myanimelist.net/manga/153408,https://anilist.co/manga/156924,https://www.mangaupdates.com/series/qu90wfg
"Yuusha Party wo Tsuihou sareta node, Maou wo Torikaeshi ga Tsukanai hodo Tsuyoku Sodatetemita",Reading,,,2024-44-25,"勇者パーティーを追放されたので、魔王を取り返しがつかないほど強く育ててみた,I Was Exiled from the Heroes' Party So I Tried Raising the Demon Lord to Be Unbelievably Strong,Yuusha Party wo Tsuihousareta no de, Maou wo Torikaeshi ga Tsukanai Hodo Tsuyoku Sodatete Mita",https://myanimelist.net/manga/154592,https://anilist.co/manga/160005,https://www.mangaupdates.com/series/klqcmma
The Greatest Estate Developer,Reading,,179,2025-44-08,"역대급 영지 설계사,The Greatest Estate Designer,史上最高の領地設計士,The World's Best Engineer,史诗级领地设计师,Система всемогущего дизайнера,史詩級領地設計師,Yeokdaegeum Yeongji Seolgyesa,Yeokdaegeum Yeongji Seolgyesa,El Mejor Ingeniero del Mundo,El Mejor Diseñador Inmobiliario,Bậc Thầy Thiết Kế Điền Trang,Loco chiflado,Loco Frontera,El Mejor Ingeniero del Mundo,O Melhor Engenheiro Do Mundo,史上最高の領地設計士,史诗级领地设计师,역대급 영지 설계사,The World’S Best Engineer,ยอดสถาปนิกผู้พิทักษ์อาณาจักร",https://myanimelist.net/manga/147272,https://anilist.co/manga/140407,https://www.mangaupdates.com/series/186405
Virgin Knight: I Became the Frontier Lord in a World Ruled by Women,Reading,,,2024-25-08,"貞操逆転世界の童貞辺境領主騎士,貞操逆轉世界的童貞邊境領主騎士,El Caballero Virgen Lord de la Frontera,Virgin Frontier Lord Knight In The Chastity-Switched World,Teisou Gyakuten Sekai no Doutei Henkyou Ryoushu Kishi,Virgin Knight who is the Frontier Lord in the Gender Switched World,Virgin Knight Who Is the Frontier Lord in the Gender-Switched World",https://myanimelist.net/manga/158862,https://anilist.co/manga/164920,https://www.mangaupdates.com/series/6mhd6eh
The Girl I Like Forgot Her Glasses,Reading,,110.5,2024-20-27,"Моя возлюбленная забыла свои очки,好きな子がめがねを忘れた,좋아하는 애가 안경을 깜빡했다,Моя кохана (дівчинка) забула свої окуляри,Sevdiğim Kız Gözlüklerini Unuttu,Suki na Ko ga Megane wo Wasureta,Tellement flou d'elle,Suki na Ko ga Megane o Wasureta,喜歡的女孩把眼鏡忘記了,喜欢的人忘记戴眼镜了,Cô Bạn Tôi Thầm Thích Lại Quên Mang Kính Rồi,الفتاة التي أُحب نسيت نظارتها,La chica que me gusta olvidó sus lentes,A garota que eu gosto vive esquecendo os óculos,The Girl I Like Forgot Her Glasses,Gebetanku Lupa Kacamatanya,Mon béguin a oublié ses lunettes,สาวลืมแว่นแสนวุ่นละมุนรัก,좋아하는 애가 안경을 깜박했다,Cô Bạn Tôi Thầm Thích Lại Quên Mang Kính Rồi (Vietnam),Sukinako ga Megane wo Wasureta",https://myanimelist.net/manga/117332,https://anilist.co/manga/105641,https://www.mangaupdates.com/series/152040
"Kutabire Salarymen no Ore, 7nenburi ni Saikai shita Bishoujo JK to Dosei wo Hajimaru",Reading,,3,2024-27-28,"Soy un Cansado Asalariado, y Comencé a Vivir con una Hermosa Estudiante de Secundaría Luego de Reencontrarnos 7 Años Después,くたびれサラリーマンな俺、7年ぶりに再会した美少女JKと同棲を始める,I, a Tired Office Worker, Start Living Together with a Beautiful Highschool Girl whom I Met Again After 7 Years,Kutabire Salarymen no Ore, 7-nenburi ni Saikai shita Bishoujo JK to Dosei wo Hajimaru",https://myanimelist.net/manga/167689,https://anilist.co/manga/172691,https://www.mangaupdates.com/series/w71ujoc
My Friend's Little Sister Has It in for Me! (Official),Reading,,,2024-35-27,"Tomodachi no Imouto ga Ore ni Dake Uzai,My Friend's Little Sister Is Only Annoying to Me,Младшая сестрёнка моего друга пристает лишь ко мне,友達の妹が俺にだけウザい,朋友的妹妹只喜欢烦我,My Friend's Little Sister Has It in for Me!,น้องสาวเพื่อนตัวร้ายกับนายจืดจาง",https://myanimelist.net/manga/123632,https://anilist.co/manga/113961,https://www.mangaupdates.com/series/159476
The One Within the Villainess,Reading,,2,2024-10-28,"悪役令嬢の中の人〜断罪された転生者のため嘘つきヒロインに復讐いたします〜,悪役令嬢の中の人,惡役千金的真面目～為被定罪的轉生者向騙子女主報復～,Akuyaku Reijou no Naka no Hito,Akuyaku Reijou no Naka no Hito: Danzai sareta Tenseisha no Tame Usotsuki Heroine ni Fukushuu Itashimasu,The One Within the Villainess,La persona dentro de la villana,Та, що всередині лиходійки,恶役千金的真面目,恶役千金的真面目～为被定罪的转生者向骗子女主报复～,惡役千金的真面目,악역 영애 안의 사람,Kẻ Cư Ngụ Bên Trong Ác Nữ,La fille au sein de l'antagoniste,Celle à l'intérieur de la vilaine,Didalam Diri Seorang Villaness,Ác Nữ chuyển sinh,Akuyaku Reijou no Naka no Hito ~Danzai sareta Tenseisha no Tame Usotsuki Heroine ni Fukushuu Itashimasu~,悪役令嬢の中の人～断罪された転生者のため嘘つきヒロインに復讐いたします～",https://myanimelist.net/manga/148542,https://anilist.co/manga/148305,https://www.mangaupdates.com/series/192088
7-Nin no Nemuri Hime,Reading,,,2024-34-28,"Shichinin no Nemurihime,De Zeven Slapende Prinsesjes,Les Sept Belles Endormies,De Zeven Slapende Schoonheden,Les Sept Beautés Endormies,Die Sieben Dornröschen,As Sete Belas Adormecidas,Les 7 Belles au bois dormant,7人の眠り姫,Las Siete Bellas Durmientes,Les Sept Princesses Endormies,7-nin no Nemurihime,Shichinin no Nemuri Hime,Seven Sleeping Beauties,爱寐七公主,Семь спящих красавиц,7인의 잠자는 공주,7-nin no Nemuri Hime",https://myanimelist.net/manga/157315,https://anilist.co/manga/163033,https://www.mangaupdates.com/series/19x12dk
Koharu to Minato: Watashi no Partner wa Onna no Ko,Reading,,2,2024-47-30,"코하루와 미나토, 내 파트너는 여자아이.,小春と湊 わたしのパートナーは女の子,Koharu to Minato,Koharu and Minato: My Partner is a Girl,Happy Life with my Girlfriend,小春和湊,โคฮารุกับมินาโตะ -แฟนของฉันเป็นผู้หญิง-,小春和湊,Koharu to Minato - Watashi no Partner wa Onna no Ko,小春と湊",https://myanimelist.net/manga/171297,https://anilist.co/manga/158904,https://www.mangaupdates.com/series/2z64q6p
"Spoil Me Plzzz, Hinamori-san!",Reading,,2,2024-34-28,"甘えさせて雛森さん！,응석부리게 해줘 히나모리 양!,Amaesasete Hinamori-san!,Spoil Me, Hinamori-san!,ช่วยโอ๋ฉันที คุณฮินาโมริ!,让我撒娇雏森同学,Please Spoil Me, Hinamori-san!,응석부리게 해줘, 히나모리!,Spoil Me Plzzz Hinamori-san!",https://myanimelist.net/manga/140466,https://anilist.co/manga/139399,https://www.mangaupdates.com/series/188929
Ending Maker,Reading,,67,2025-30-19,"终结者,結局創造者,Создатель концовки,엔딩 메이커,Ending Meikeo,エンディング メーカー,Les Créateurs d'une Fin qui les Arrange,エンディングメーカー,结局制造者,엔딩메이커,Creador de finales",https://myanimelist.net/manga/150204,https://anilist.co/manga/150170,https://www.mangaupdates.com/series/o4y7mjk
Nanjou-san wa Boku ni Dakaretai,Reading,,,2024-55-29,"南條さんは僕に抱かれたい,Nanjou-san Wants to Be Held by Me,Nanjou-san quer ser segurada por mim,Nanjou-san ingin dipeluk olehku,คุณนันโจอยากโดนผมกอด",https://myanimelist.net/manga/158827,https://anilist.co/manga/164400,https://www.mangaupdates.com/series/7x0m3n2
Double Click,Reading,,140,2024-51-05,"더블클릭,Двойной Щелчок,双重点击,雙重點擊,Double Click (PARK Soo-bong),ダブルクリック～eスポーツ部へようこそ～,더블클릭",https://myanimelist.net/manga/148348,,https://www.mangaupdates.com/series/189253
Seishun no After,Reading,,2,2024-56-18,"After Youth,青春のアフター,青春过后,Seishun no After,After the Memories",https://myanimelist.net/manga/92262,https://anilist.co/manga/95813,https://www.mangaupdates.com/series/117322
Boku no Suki na Hito ga Suki na Hito,Reading,,,2024-06-01,"내가 좋아하는 사람이 좋아하는 사람,我喜歡的人所喜歡的人,Возлюбленная Моей Любимой,ぼくの好きな人が好きな人,Gebetannya Gebetanku,My Crush's Crush",https://myanimelist.net/manga/153350,https://anilist.co/manga/156867,https://www.mangaupdates.com/series/pv2rz8a
Yo-Jo Life!,Reading,,2,2025-29-26,"よーじょらいふ！,Youjo Life!,Жизнь Ё-Дзё!,Жизнь маленькой девочки",https://myanimelist.net/manga/133029,https://anilist.co/manga/122842,https://www.mangaupdates.com/series/169619
The Fragrant Flower Blooms with Dignity,Reading,,,2024-15-01,"薫る花は凛と咲く,La fragante flor florece con dignidad,Благоухающий цветок расцветает с достоинством,Очаровательный цветок расцветает с достоинством,ดอกรักผลิบานที่กลางใจ,La nobleza de las flores,Kaoru i Rin. Rozkwitając z tobą,Kusuma Harum Mekar dengan Anggun,薰香花朵凛然綻放,Kaoru Hana wa Rin to Saku,Những đóa hoa thơm nở diễm kiều,Kaoru und Rin,향기로운 꽃은 늠름하게 핀다,Güzel Kokulu Çiçekler Zarafetle Açar,Bloom",https://myanimelist.net/manga/144267,https://anilist.co/manga/140475,https://www.mangaupdates.com/series/191422
Chiisai Boku no Haru,Reading,,,2024-14-01,"Spring of Little Me,小さい僕の春,Chiisai Boku no Haru",https://myanimelist.net/manga/157541,https://anilist.co/manga/163414,https://www.mangaupdates.com/series/vllgndp
I Became a Childhood Friend of a Mid-Level Boss,Reading,,39,2025-30-26,"중간 보스의 소꿉친구가 되었다,I Became the Childhood Friend of the Middle Boss,Became a Childhood Friend of the Mid-Boss,I Became a Childhood Friend of a Mid Level Boss",https://myanimelist.net/manga/169740,https://anilist.co/manga/178121,https://www.mangaupdates.com/series/dsrkt1w
Moto Azadarake no Kanojo ga Shinpai de,Reading,,10,2024-19-21,"Eskiden Bandajlarla Kaplanmış Olan Kız Arkadaşım Hakkında Endileşeniyorum,Sunt Îngrijorat Pentru Iubita Mea, Care Obișnuia să Fie Acoperită de Vânătăi,Estoy preocupado por mi novia que solía estar cubierta de moretones,元 痣だらけの彼女が心配で,I'm Worried About My Girlfriend, Who Used to be Covered in Bruises,Martwię Się o Moją Dziewczynę, Która Była Kiedyś Pokryta w Bliznach,Я беспокоюсь о своей девушке, которая раньше была вся в синяках,Eskiden Bandajlarla Kaplanmış Olan Sevgilim Hakkında Endileşeniyorum",,https://anilist.co/manga/176604,https://www.mangaupdates.com/series/q999iax
Always a Catch,Reading,,,2024-22-30,"Nigashita Sakana wa Ookikatta ga, Tsuriageta Sakana ga Ookisugita Ken,逃がした魚は大きかったが 釣り上げた魚が大きすぎた件,The Fish I Missed Was Big, but I Caught Another Fish Was Too Big,Always a Catch,Always a Catch! How I Punched My Way into Marrying a Prince,ปล่อยปลาตัวใหญ่หลุดมือไปก็จริง แต่ไหงถึงได้ปลาตัวใหญ่กว่ามาแทนกันล่ะคะ,关于虽然逃走的鱼很大、但钓上来的鱼却太大了这件事,逃がした魚は大きかったが釣りあげた魚が大きすぎた件",https://myanimelist.net/manga/154155,https://anilist.co/manga/158817,https://www.mangaupdates.com/series/z0itg8y
Kimagure de Kodomo Hirotta Onna Boss to Sekaiichi ii Otoko ni Naranakyaikenai Otokonoko no Hanashi,Reading,,,2024-13-30,"きまぐれで子供拾った女ボスと世界一いい男にならなきゃいけない男の子の話,ボスとガキ,The Boss and the Brat,The Boss and the Kid,Bà chủ và cậu bé,Boss to Gaki,Kimagure de Kodomo Hirotta Onna Boss to Sekaiichi ii Otoko ni Naranakya Ikenai Otokonoko no Hanashi",,,https://www.mangaupdates.com/series/c0i3osv
The Guild Member Next Door,Reading,,51,2025-21-31,"Neighbor Guild Member,이웃집 길드원,Vecinos Virtuales,Miembro del Gremio de Vecinos,Virtual Strangers,鄰居是公會成員,Guild Member Next Door,My Guildmate Next Door,กิลด์รักข้ามรั้ว,隣のメルギン,求饶不成就求婚",https://myanimelist.net/manga/163877,https://anilist.co/manga/167886,https://www.mangaupdates.com/series/9aavjel
The Daily Life of a Middle-Aged Online Shopper in Another World,Reading,,57,2024-50-26,"アラフォー男の異世界通販生活,四十左右男的異世界網購生活,Around 40 Otoko no Isekai Tsuuhan Seikatsu,Жизнь 40-летнего мужчины в другом мире,Kehidupan pria paruh baya berbelanja daring di dunia lain,A vida por correspondência de um homem de cerca de 40 anos em outro mundo,中年男的异世界网购生活,Arafoo Otoko no Isekai Tsuhan Seikatsu,Arafo Otoko no Isekai Tsuhan Seikatsu",https://myanimelist.net/manga/147199,https://anilist.co/manga/126273,https://www.mangaupdates.com/series/157815
"Tsuihousha Shokudou e Youkoso! ~Saikyou Party o Tsuihou Sareta Ryourinin (Lv.99) wa, Inaka de Nengan no Boukensha Shokudou o Hirakimasu!~",Reading,,3,2024-50-02,"Cheap Restaurant of Outcast!,Chubangja sigdang-e eoseo oseyo! ~choegang patieseo chubangdanghan yolisaneun moheomja sigdang-eul gaeeobhabnida!~,追放者食堂へようこそ！ ～最強パーティーを追放された料理人（Lv.99）は、田舎で念願の冒険者食堂を開きます！～,추방자 식당에 어서 오세요! ~최강 파티에서 추방당한 요리사는 모험자 식당을 개업합니다!~,Chào mừng đến với nhà hàng của những kẻ bị ruồng bỏ,流放者食堂,Tsuihousha Shokudou e Youkoso! - Saikyou Party o Tsuihou Sareta Ryourinin (Lv. 99) wa, Inaka de Nengan no Boukensha Shokudou o Hirakimasu!,Закусочная изгоя! Повар, изгнанный из сильнейшей команды, открывает забегаловку для авантюристов!,Tsuihousha Shokudou e Youkoso! - Saikyou Party o Tsuihou Sareta Ryourinin (Lv.99) wa, Inaka de Nengan no Boukensha Shokudou o Hirakimasu!,Welcome to the Outcast's Restaurant!",https://myanimelist.net/manga/124373,https://anilist.co/manga/112273,https://www.mangaupdates.com/series/157032
Yowa Yowa Sensei,Reading,,,2024-53-02,"Weak-kneed Teacher,Yowa Yowa Teacher,Yowayowa Sensei,คุณครูมาดหลอน หัวใจอ่อนแอ,비실비실선생,よわよわ先生,Учитель Ёваёва,คุณครูมาดหลอน หัวใจอ่อนแอ,Yowa Yowa Teacher,Yowayowa Sensei",https://myanimelist.net/manga/154376,https://anilist.co/manga/157128,https://www.mangaupdates.com/series/v0r04db
Class de 2 Banme ni Kawaii Onna no Ko to Tomodachi ni Natta,Reading,,23.2,2024-31-13,"クラスで２番目に可愛い女の子と友だちになった,I Became Friends with the Second Cutest Girl in My Class,Aku Berteman dengan Gadis Paling Cantik Kedua di Kelas ku,Sono diventato amico con la seconda ragazza più carina nella mia classe,I Made Friends with the Second Prettiest Girl in My Class,Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni natta,เพื่อนคนแรกของผมคือสาวสวยอันดับสองของห้อง,반에서 두 번째로 귀여운 여자애와 친구가 되었다",https://myanimelist.net/manga/149804,https://anilist.co/manga/148082,https://www.mangaupdates.com/series/rmms9lx
I Became the Tyrant's Chambermaid,Reading,,,2024-36-02,"폭군의 침방 시녀가 되었다,Pokgunui Chimbang Sinyeoga Doeeotda,I Became a Tyrant's Maid,暴君の寝室担当侍女になりました",https://myanimelist.net/manga/170906,https://anilist.co/manga/182037,https://www.mangaupdates.com/series/i0efdam
