title,type,rating,read,last_read,synonyms,mal,anilist,mangaupdates
I'm in Love with the Villainess,Reading,10,49,2025-02-26,"我的首推是惡役大小姐,Wǒ de shǒutuī shì è yì dà xiǎojiě,我的推是坏人大小姐,내 최애는 악역영애,我的首推是恶役大小姐,WataOshi,მე მიყვარს ბოროტმოქმედი,Zakochałam się w Antagonistce.,Nae Choeaeneun Ag-yeog-yeong-ae,我推是反派大小姐,ทำไงดีเกมนี้นางร้ายน่ารัก,Tôi yêu nữ phản diện,Me apaixonei pela vilã,Я предпочитаю злодейку,我的推是壞人大小姐。,Watashi no Oshi wa Akuyaku Reijou.,私の推しは悪役令嬢。,I Favor the Villainess,Me enamoré de la villana,Mi Oshi Es Una Villa Noble,내 최애는 악역 영애,わたおし,私の推しは悪役令嬢,I'm in Love With the Villainess",https://myanimelist.net/manga/129361,https://anilist.co/manga/118695,https://www.mangaupdates.com/series/168833
Okiraku Ryoushu no Tanoshii Ryouchi Bouei,Reading,,6,2023-22-07,"El arte de gobernar relajadamente: la historia de un señor feudal que convirtió lo ordinario en lo extraordinario,Fun Territorial Defense of the Carefree Lord,Fun Territory Defense by the Optimistic Lord,Fun Territory Defense Of The Easy-going Lord ~the Nameless Village Is Made Into The Strongest Fortified City By Production Magic~,Okiraku Ryoushu no Tanoshii Ryouchi Bouei ~Seisan-kei Majutsu de Na mo na Kimura wo Saikyou no Jousai Toshi ni~,お気楽領主の楽しい領地防衛～生産系魔術で名もなき村を最強の城塞都市に～,Easygoing Territory Defense by the Optimistic Lord: Production Magic Turns a Nameless Village into the Strongest Fortified City,หนูน้อยเจ้าแคว้นกับแผนพิทักษ์เมือง,安闲领主的愉快领地防卫～以生产系魔术将无名小村打造成最强要塞都市～,무사태평 영주의 즐거운 영지 방어,お気楽領主の楽しい領地防衛,Okiraku Ryoushu no Tanoshii Ryouchi Bouei: Seisan-kei Majutsu de Na mo na Kimura wo Saikyou no Jousai Toshi ni,Easygoing Territory Defense by the Optimistic Lord,Fun Territorial Defense of the Carefree Lord,Fun Territory Defense Of The Easy-going Lord ~the Nameless Village Is Made Into The Strongest Fortified City By Production Magic~,El arte de gobernar relajadamente: la historia de un señor feudal que convirtió lo ordinario en lo extraordinario,Fun Territory Defense by the Optimistic Lord",https://myanimelist.net/manga/140520,https://anilist.co/manga/137942,https://www.mangaupdates.com/series/187259
"Saijo no Osewa Takane no Hana-darakena Meimon-kou de, Gakuin Ichi no Ojou-sama (Seikatsu Nouryoku Kaimu) wo Kagenagara Osewa suru Koto ni Narimashita",Reading,,,2024-42-10,"才女のお世話 高嶺の花だらけな名門校で、学院一のお嬢様（生活能力皆無）を陰ながらお世話することになりました,Làm Bảo Mẫu Cho Tiểu Thư,I Was Assigned to Take Care of the Most Talented Young Lady (With No Life Skills) at a Prestigious School Full of High Achievers,才女的男保姆,Das (fast) perfekte Fräulein und sein Butler,Taking Care Of A Talented Girl At A Prestigious School Full Of Flowers In Takamine, I Was To Take Care Of The School's Best Young Lady (Who Had No Living Skills) Behind The Scenes,Talented Male Nanny,Rich Girl Caretaker",https://myanimelist.net/manga/138374,https://anilist.co/manga/136312,https://www.mangaupdates.com/series/184625
Kill me now,Reading,,6,2024-55-10,"해구,Haegu,Me mate agora,Mate-me agora,Kill Me Now",,,https://www.mangaupdates.com/series/186946
Mayonaka Heart Tune,Reading,,,2024-38-10,"Полуночный мотив сердца,真夜中ハートチューン,Au Chœur de la Nuit,Tune In to the Midnight Heart,Sintonizando com o Coração da Meia Noite,Em busca da garota por trás da voz,Middernachtshart Tune",https://myanimelist.net/manga/162964,https://anilist.co/manga/169272,https://www.mangaupdates.com/series/wx691cc
Sensei! Bokutachi ga Sekai wo Horoboshimasu.,Reading,,,2024-45-26,"先生！ 僕たちが世界を滅ぼします。,Мы уничтожим весь мир, учитель!,Teacher! We Will Destroy the World.,先生！僕たちが世界を滅ぼします。",https://myanimelist.net/manga/167745,https://anilist.co/manga/171777,https://www.mangaupdates.com/series/ktxo778
"Kimi wa, Nina Janai",Reading,,,2023-23-09,"You Are Not NINA!,Kimi wa, Nina Ja nai,Kimi wa Nina Ja nai,きみは ニーナじゃない,きみは、ニーナじゃない,Kamu Bukan Nina,You're Not Nina,Kimi wa, Nina janai",https://myanimelist.net/manga/159997,https://anilist.co/manga/150040,https://www.mangaupdates.com/series/imfy3g4
My Friend of 3 Years From an Online Game is a Very Beautiful Woman,Reading,,,2024-49-26,"3年来のネトゲ友達がめちゃ美人だった,Teman 3 Tahunku dari Game Online adalah Wanita yang Sangat Cantik,Sannenrai no Netoge Tomodachi ga Mecha Bijin Datta",,,
"Hope You're Happy, Lemon",Reading,,36,2024-59-01,"Espero que seas feliz, zorra,渣女没渣报,クソ女に幸あれ,Kuso Onna ni Sachiare,Espero que seas Feliz, Zorra,Hạnh Phúc Nhé Con Đĩ!,Chúc Em Hạnh Phúc, Lemon!,Best Wishes, Bitch,Всего наилучшего, стерва,Надеюсь, ты счастлива, Лемон",https://myanimelist.net/manga/163630,https://anilist.co/manga/169922,https://www.mangaupdates.com/series/ofq1zxr
Isekai Ten'i Shita node Cheat o Ikashite Mahou Kenshi Yaru Koto ni Suru,Reading,,,2024-50-11,"Já que fui transferido para outro mundo, vou fazer bom uso de cheats e me tornar um espadachim mágico,異世界転移したのでチートを生かして魔法剣士やることにする,转移到异世界活用外挂成为魔法剑士,After Being Transferred to Another World I Became a Magical Swordsman Through Cheats,ถูกส่งมาต่างโลกทั้งที ขอพี่เป็นนักดาบเวทสุดโกงซะเลย,轉移到異世界活用外掛成為魔法劍士,이세계로 전이해서 치트를 살려 마법 검사가 된다,I Think I'll Cheat to Become a Spellsword in Another World,Isekai Ten'i Shita node Cheat wo Ikashite Mahou Kenshi Yaru Koto ni Suru,Since I Got Transferred to Another World, I Will Make Good Use of Cheats and Become a Magic Swordsman,Isekai Cheat Magic Swordsman,Isekai Ten'i Shitanode Cheat o Ikashite Mahō Kenshi Yaru Koto ni Suru,Isekai Ten'ishita Node Cheat wo Ikashite Mahou Kenshi Yaru Koto ni Suru,Isekai Teni Shita node Cheat wo Ika Shite Mahou Kenshi Yaru Koto ni Suru,Isekai Teni Shita node Cheat o Ika Shite Mahou Kenshi Yaru Koto ni Suru",https://myanimelist.net/manga/131333,https://anilist.co/manga/126148,https://www.mangaupdates.com/series/171556
Kanojo no Sore ni Yarareteru,Reading,,,2024-55-11,"I'm Addicted to Her,彼女のそれにやられてる,Je suis sous son charme,I'm Being Done in by Those Things of Hers",https://myanimelist.net/manga/156602,https://anilist.co/manga/160465,https://www.mangaupdates.com/series/vwbq5n7
"It's The Final Boss Battle, But It Seriously Looks Like I'm Going To Leak, So… I Want To Defeat The Demon King Quickly!",Reading,,7,2024-15-11,"ガンガン尿意が増していくラスボス戦のヒーラーちゃん,ラスボス戦だけどマジで漏れそうだから、さっさと魔王を倒したい！,ラスボス戦だけどマジで漏れそうだから…さっさと魔王を倒したい！,Las Boss Sen dakedo Maji de Moresou dakara, Sassato Maou o Taoshitai!,Las Boss Sen dakedo Maji de Moresou dakara, Sassato Maou wo Taoshitai!,Gangan Nyoui ga Mashite Iku Las Boss Sen no Healer-chan,Healer-chan Whose Urge To Urinate Is Steadily Increasing In The Middle Of The Final Boss Battle",,,
Prison!,Reading,,9,2025-33-26,"Gokuchuu!,ごくちゅう！,Cuộc sống trong tù",https://myanimelist.net/manga/154221,https://anilist.co/manga/135540,https://www.mangaupdates.com/series/erbkm9e
"Watashi ga Koibito ni Nareru Wake Naijan, Muri Muri! (Muri Janakatta!?)",Reading,,,2023-03-09,"わたしが恋人になれるわけないじゃん、ムリムリ！（※ムリじゃなかった!?）,我怎么可能成为你的恋人，不行不行！（※不是不可能！？）,我怎麼可能成為你的戀人，不行不行！（※不是不可能！？）,Wǒ zěnme kěnéng chéngwéi nǐ de liànrén, bùxíng bùxíng!(※Bùshì bù kěnéng!?),Watanare,Mana Mungkin Aku Bisa Jadi Kekasihmu! (Ternyata Mungkin!?),Um Amor Impossível! Ou Não...,There’s No Freaking Way I’ll be Your Lover! Unless…,There's No Way I Can Have a Lover! *Or Maybe There Is?,Watashiga Koibito Ni Nareruwake Naijyan,Murimuri!(Muri ja Nakatta!?),ให้เป็นแฟนได้ไงไม่เอาไม่ไหวหรอก! (※หรือว่าจะไหวนะ!?),わたしが恋人になれるわけないじゃん、ムリムリ! (※ムリじゃなかった!?),我怎么可能成为你的恋人，不行不行！（※也不是不可能!?）,내가 연인이 될 수 있을리 없잖아 무리무리!,Watashi ga Koibito ni Nareru Wake Naijan, Muri Muri! (*Muri Janakatta!?)",https://myanimelist.net/manga/128538,https://anilist.co/manga/119650,https://www.mangaupdates.com/series/170209
Isekai One Turn Kill Nee-san,Reading,,2,2023-04-09,"Isekai One Turn Kill Nee-san ~Ane Douhan no Isekai Seikatsu Hajimemashita~,異世界ワンターンキル姉さん　～姉同伴の異世界生活はじめました～,My One-Hit Kill Sister,異世界一回殺姐姐 ～姐同伴的異世界生活開始～,异世界一击无双姐姐~姐同伴异世界生活开启,One Turn Kill พี่สาวจ้าวต่างโลก เริ่มต้นชีวิต ร่วมเดินทางต่างโลก กับพี่สาว",https://myanimelist.net/manga/125512,https://anilist.co/manga/117851,https://www.mangaupdates.com/series/164825
Henjo ~Hen na Joshi Kousei Amaguri Senko~,Reading,,4,2024-50-21,"変女～変な女子高生 甘栗千子～,변녀 : 이상한 여자고등학생 아마구,Henjo - L'étrange lycéenne Amaguri Senko,Henjo: The Strange Female High-Schooler Amaguri Senko,Weird Girl~Weird Female High School Student Amaguri Senko~,変女〜変な女子高生 甘栗千子〜,怪女：奇怪的女高中生甘栗千子,변녀 ~이상한 여자고등학생 아마구리 센코~,Henjyo - Hen na Jyoshi Kousei Amaguri Senko,Henjo - Hen na Joshi Kousei Amaguri Senko",https://myanimelist.net/manga/87466,https://anilist.co/manga/86590,https://www.mangaupdates.com/series/103919
Seeing The Spark Again,Reading,,49,2024-14-19,"Yòu Jiàn Xīng Huǒ,又见星火,Seeing Xinghuo Again,Gdy znów zabłyśniesz na moim niebie,Seeing the Spark Again,You Jian Xing Huo",,https://anilist.co/manga/149428,https://www.mangaupdates.com/series/189139
Isekai de Haishin Katsudou wo Shitara Tairyou no Yandere Shinja wo Umidashite Shimatta Ken,Reading,,31,2024-34-20,"異世界で配信活動をしたら大量のヤンデレ信者を生み出してしまった件,When I Started Streaming in Another World, I Ended Up Creating a Large Number of Yandere Followers,The Case in Which Streaming in Another World Led to the Creation of a Massive Yandere Following",https://myanimelist.net/manga/158948,https://anilist.co/manga/163006,https://www.mangaupdates.com/series/ft7y8lk
Dimensional Mercenary,Reading,,,2023-16-10,"이차원 용병,Воин из иного мира,Prajurit Dimensi Lain,異次元傭兵,次元雇佣兵,Ichawon Yongbyeong,Two-Dimensional Mercenary,Other World Warrior,Mercenário dimensional,The Dimensional Mercenary,Der dimensionale Söldner,นักรบสองมิติ",https://myanimelist.net/manga/153972,https://anilist.co/manga/111590,https://www.mangaupdates.com/series/154857
The Infinite Mage,Reading,,105,2025-56-12,"무한의 마법사,Infinite Wizard,Muhanui Mabeopsa,Infinite Mage,Mago do infinito,El mago infinito,จอมเวทไร้ขีดจำกัด,无限魔法师,無限の魔法使い,無限魔法師",https://myanimelist.net/manga/154692,https://anilist.co/manga/159930,https://www.mangaupdates.com/series/ev4ygbg
Final Boss Fake-out: The Protagonist Thinks He Killed Me So Now I'm Free! (Official),Reading,,20,2023-59-10,"Last Boss, Yamete Mita - Shujinkou ni Taosareta Furi Shite Jiyuu ni Ikite Mita,I Tried to Stop Being the Last Boss ~I Pretended to be Defeated by the Main Character and Tried to Live Freely~,Last Boss, Yametemita - Shujinkou ni Taosareta Furi Shite Jiyuu ni Ikitemita,Last Boss, Yametemita ~Shujinkou ni Taosareta Furi Shite Jiyuu ni Ikitemita~,ラスボス、やめてみた ～主人公に倒されたふりして自由に生きてみた～,라스트 보스, 그만둬 보았다,Final Boss Fake-out,Final Boss Fake-out: The Protagonist Thinks She Killed Me So Now I'm Free!",https://myanimelist.net/manga/149276,https://anilist.co/manga/132501,https://www.mangaupdates.com/series/176861
Death Game Manga no Kuromaku Satsujinki no Imouto ni Tensei shite Shippai shita,Reading,,17,2024-12-12,"デスゲーム漫画の黒幕殺人鬼の妹に転生して失敗した,I Reincarnated as the Little Sister of a Death Game Manga's Murder Mastermind and Failed,转生成了死亡游戏黑幕杀人鬼的妹妹简直大失败,It Was Such a Failure to be Reincarnated as the Little Sister of a Death Game Manga’s Murder Mastermind,แผนเปลี่ยนพี่ชายไม่ให้กลายเป็นลาสต์บอสเกมมรณะ (Thai),데스 게임 만화의 흑막 살인귀의 여동생으로 전생해서 망했다,Desuge Imouto,Death Game Manga no Kuromaku Satsujinki no Imouto ni Tensei shite Shippaishita",https://myanimelist.net/manga/149259,https://anilist.co/manga/146882,https://www.mangaupdates.com/series/187138
Introvert Tsubame Wants to Change,Reading,,2,2023-57-11,"徐々に陰度が下がっていく陰キャちゃん,Inkya na Tsubame wa Kawaritai,La Chica Introvertida Quiere Cambiar,陰キャなつばめは変わりたい,Yinka-chan, Whose Yin Level is Gradually Decreasing",https://myanimelist.net/manga/160730,https://anilist.co/manga/170972,https://www.mangaupdates.com/series/pfrg25m
Piece of Cake,Reading,,,2023-25-15,ピースオブケイク,https://myanimelist.net/manga/4527,https://anilist.co/manga/34527,https://www.mangaupdates.com/series/3246
Horimiya,Reading,,,2023-21-15,"Hori-san dan Miyamura-kun,Si Hori at Si Miyamura,Хори-сан и Миямура-кун,Хоримия,הורימיה,هوريميا,โฮริมิยะ สาวมั่นกับนายมืดมน,ホリミヤ,堀与宫村,堀與宮村,崛与宫村,호리미야,Hori-san to Miyamura-kun,Hori-san ve Miyamura-kun,Hori-san and Miyamura-kun,Horimiya,Horimiya - Hori-san e Miyamura-kun,Horimiya,Hori y Miyamura,Horimiya,Horimiya: Horisan ile Miyamurakun,هوری-سان و میامورا-کون,होरिमिया,Horimiya - A Piece of Memories Short Story Collection",https://myanimelist.net/manga/42451,https://anilist.co/manga/72451,https://www.mangaupdates.com/series/70263
Idol to Otaku no Risou no Kankei,Reading,,76,2023-05-28,"Tonari no Heya ni Oshi no Idol ga Hikkoshitekuru Rabukome,Tonari no Idol-san,The Ideal Relationship Between Idols and Otaku,アイドルとヲタクの理想の関係,隣の部屋に推しのアイドルが引っ越してくる。,아이돌과오타쿠의이상적인관계,His Favorite Idol Moves in Next Door, the Romcom,Tonari no Idol-san (Pixiv),偶像与死宅的理想关系",https://myanimelist.net/manga/120355,https://anilist.co/manga/112168,https://www.mangaupdates.com/series/156090
Museru Kurai no Ai wo Ageru,Reading,,,2023-49-15,"むせるくらいの愛をあげる,Museru Kurai no Ai o Ageru,Choking on Love,숨막힐 정도의 사랑을 줄게",https://myanimelist.net/manga/152907,https://anilist.co/manga/156031,https://www.mangaupdates.com/series/s0am9qn
Hero of Time,Reading,,8,2025-38-26,时光的勇者,,,
Boy's Abyss,Reading,,4,2023-32-13,"केटाको रसातल,Shounen no Abyss,소년의 어비스,少年のアビス,Бездна подростка,Юношеская бездна,Oğlanın Hiçliği,少年的深淵,El Chico del Abismo,Chico en el abismo,El abismo del joven,Abyss of The Boy,Boy’s Abyss,ห้วงเหวลึกของเด็กหนุ่ม,少年的深渊",https://myanimelist.net/manga/126699,https://anilist.co/manga/116186,https://www.mangaupdates.com/series/163156
Boku to Gal ga Fufu ni Narumade,Reading,,14,2024-55-08,"Until the Gal and I Become a Married Couple,Boku to Gal ga Fuufu ni Naru made,僕と君が夫婦になるまで,Пока мы с девушкой не станем супружеской парой,Boku to Kimi (Gyaru) ga Fuufu ni Naru made,僕と君（ギャル）が夫婦になるまで,Until We Become Husband and Wife",https://myanimelist.net/manga/154486,https://anilist.co/manga/159308,https://www.mangaupdates.com/series/tobfmjc
Studio Cabana,Reading,,,2023-19-16,"スタジオカバナ,思密錄音室,스튜디오 카바나,StudioCabana,Studio Cabana - Bản tình ca cho em",https://myanimelist.net/manga/141337,https://anilist.co/manga/138847,https://www.mangaupdates.com/series/183391
Koi yori Aoku,Reading,,6,2023-09-20,"恋より青く,사랑보다 푸른,A Love Yet to Bloom",https://myanimelist.net/manga/162601,https://anilist.co/manga/164581,https://www.mangaupdates.com/series/5gv1zpt
"Daily Life of Sa-chan, a Drugstore Clerk",Reading,,2.5,2023-28-20,"Drugstore tenin sa-chan no nichijo,Doraggusutoa ten'in satchan no nichijō,ドラッグストア店員さっちゃんの日常,Chuyện nàng Sa ở tiệm thuốc,Le quotidien de Sa-chan, une employée de pharmacie,Le quotidien de Sa-Chan, une vendeuse comme une autre,Chuyện Đời Thường Của Nhân Viên Hiệu Thuốc, Sa-Chan,Cuộc Sống Thường Ngày Của Nhân Viên Hiệu Thuốc Sa-Chan,Drug Store Tenin Sacchan no Nichijou,Daily Life of Sacchan, a Dragstore Staff.,Doraggusutoa Ten'in Sacchan no Nichijou,Drugstore Ten'in Satchan no Nichijou,Drugstore Tenin Sacchan no Nichijou,Drugstore Ten'in Sacchan no Nichijou",https://myanimelist.net/manga/147756,https://anilist.co/manga/138814,https://www.mangaupdates.com/series/183886
Eiyuu to Kenja no Tensei Kon,Reading,,5.2,2023-42-14,"英雄と賢者の転生婚,The Hero and the Sage, Reincarnated and Engaged,The Reincarnated Marriage of a Hero and a Sage,Eiyuu to Kenja no Tensei Kon: Katsute no Koutekishu to Kon'yakushite Saikyou Fuufu ni Narimashita,The Reincarnated Marriage of a Hero and Sage: After Becoming Engaged to a Former Rival, We Became the Strongest Couple,Reencarnado • O herói se casa com o sábio ~Depois de ficar noivo de um ex-rival, nos tornamos o casal mais forte~,英雄と賢者の転生婚　～かつての好敵手と婚約して最強夫婦になりました～,The Reincarnated Marriage of a Hero and a Sage: After Becoming Engaged to a Former Rival, We Became the Strongest Couple,Reincarnated - The Hero Marries the Sage ~After Becoming Engaged to a Former Rival, We Became the Strongest Couple~,Eiyuu to Kenja no Tensei Kon",https://myanimelist.net/manga/156333,https://anilist.co/manga/154222,https://www.mangaupdates.com/series/djrx5ki
"Sekai Saikyou no Majo, Hajimemashita ~Watashi Dake ""Kouryaku Saito"" o Miseru Sekai de Jiyuu ni Ikimasu~",Reading,,,2024-39-26,"世界最強の魔女、始めました ～私だけ『攻略サイト』を見れる世界で自由に生きます～,I Became the World's Strongest Witch: I Will Live Freely in a World Where Only I can Access the ""Guide Site"",Aku Menjadi Penyihir Terkuat di Dunia: Aku Akan Hidup dengan Bebas di Dunia di Mana Hanya Aku yang Bisa Mengakses ""Situs Panduan"",The World's Strongest Witch has Begun: I Will Live Freely in a World Where Only I can View the ""Strategy Site"",I Became the World's Strongest Witch, ~I Will Live Freely in a World Where Only I Can Access the ""Guide Site""~,世界最強の魔女、始めました,世界最強の魔女、始めました　～私だけ『攻略サイト』を見れる世界で自由に生きます～,Sekai Saikyou no Majo, Hajimemashita - Watashidake ""Kouryaku Saito"" wo Mireru Sekai de Jiyuu ni Ikimasu,Sekai Saikyou no Majo, Hajimemashita",https://myanimelist.net/manga/162463,https://anilist.co/manga/176270,https://www.mangaupdates.com/series/gb8kbbj
Misaki-kun wa Kouryaku Chara Janai (Pre-Serialization),Reading,,,2023-48-15,"三咲くんは攻略キャラじゃない (Pre-Serialization),Misaki-kun is Unobtainable (Pre-Serialization),Misaki-kun wa Kouryaku-chara Janai",https://myanimelist.net/manga/162721,https://anilist.co/manga/169137,https://www.mangaupdates.com/series/rafjlks
A Manga World That Gets One Page Once a Year,Reading,,6,2025-07-21,"１年で１ページだけ進むマンガの世界,O mundo de um mangá que recebe uma página por ano,1-Nen de 1 pēji dake susumu manga no sekai,El mundo de un manga que avanza una página por año,1-Nen de 1 Page dake Susumu Manga no Sekai",,https://anilist.co/manga/117010,https://www.mangaupdates.com/series/164663
Zenbu Kowashite Jigoku de Aishite,Reading,,,2023-19-21,"ぜんぶ壊して地獄で愛して,毁掉一切地狱再爱,毀掉一切地獄再愛,Усе розтрощи, до пекла люби,If That's Love, Break it.,Zniszcz wszystko, co kochasz,Destroy It All and Love Me in Hell!,毁掉一切地狱再爱,If That's Love, Break It,전부 부수고 지옥에서 사랑해줘,ด้วยรักและพังทลาย,ぜんぶ壊して地獄で愛して",https://myanimelist.net/manga/157273,https://anilist.co/manga/161477,https://www.mangaupdates.com/series/k7k4tye
Hagino-san Wants to Quit the Wind Ensemble,Reading,,,2023-26-21,"吹部やめたい萩野さん,Suibu Yametai Hagino-san",https://myanimelist.net/manga/160758,https://anilist.co/manga/166541,https://www.mangaupdates.com/series/0she6xi
Please Take My Brother Away!,Reading,,70,2024-48-15,"兄に付ける薬はない！,Ani ni Tsukeru Kusuri wa nai!,Leva Meu Irmão Embora!,Kuai Ba Wo Ge Dai Zhou!,快把我哥带走,Hãy Mang Anh Trai Tôi Đi,우리 오빠 좀 데려가세요,Заберите моего брата, пожалуйста,Take My Brother Away,Ani ni Tsukeru Kusuri wa nai!,Hãy Mang Anh Trai Tôi Đi,Take My Brother Away, Please!,우리 오빠 좀 데려가세요,Please Take My Brother Away,快把我哥帶走,Kuai Ba Wo Ge Dai Zou,Kuài bǎ wǒ gē dài zǒu,Take My Brother Away!,兄に付ける薬はない！,快把我哥带走,快把我哥帯走",https://myanimelist.net/manga/104937,https://anilist.co/manga/98808,https://www.mangaupdates.com/series/138825
Mato Seihei no Slave,Reading,,3,2023-06-28,"魔都精兵のスレイブ,El esclavo de la élite de soldados de Mato,Раб спецотряда демонического города,Chained Soldier,魔都精兵的奴隶,Slave of the Hell Soldiers,Slave of the Magic Capital's Elite Troops,Nô lệ của đội tinh nhuệ Ma đô,Cehennem Askerlerinin Kölesi,Раб елітних військ магічного міста,Demon slave,Demon Slave,Budak Korps Elite Kota Iblis,Demon Slave,Zanjirlangan Askar,عبد الساحرة القديسة,마도정병의 슬레이브,SLAVE ทาสสุดแกร่งแห่งหน่วยป้องกันอสูร",https://myanimelist.net/manga/116880,https://anilist.co/manga/106064,https://www.mangaupdates.com/series/151872
"Nito no Taidana Isekai Shoukougun ~Saijaku Shoku ""Healer"" nano ni Saikyou wa Cheat desu ka?~",Reading,,31.1,2023-43-06,"NEET no Taidana Isekai Shoukougun: Saijaku Shoku ""Healer"" nano ni Saikyou wa Cheat desu ka?,A NEET’s Guide to the Parallel World: Healer, the Strongest Cheat?,Ленивый Нито из другого мира,Синдром ленивого Нито, в ином мире,尼特的慵懒异世界症候群,ニトの怠惰な異世界症候群 ～最弱職＜ヒーラー＞なのに最強はチートですか？～,NEET no Taidana Isekai Shoukougun,尼特的慵懶異世界症候群,니트의 나태한 이세계 증후군 ~최약직 <힐러>인데 최강은 치트입니까?~,NITO's Lazy Foreign World Syndrome,Nito’s Guide to the Parallel World: Healer, the Strongest Cheat?,Nito no Taidana Isekai Shoukougun,ニトの怠惰な異世界症候群,ニトの怠惰な異世界症候群 ～最弱職〈ヒーラー〉なのに最強はチートですか？～,Nito no Taidana Isekai Shoukougun: Saijaku Shoku ""Healer"" nano ni Saikyou wa Cheat desu ka?",https://myanimelist.net/manga/122775,https://anilist.co/manga/115604,https://www.mangaupdates.com/series/158142
My Wife Is From a Thousand Years Ago,Reading,,14,2023-56-31,"Vợ Tôi Từ Một Ngàn Năm Trước,我家老婆来自一千年前,Wojia Laopo Laizi Yiqian Nian Qian,Wǒjiā Lǎopó Láizì Yīqiān Nián Qián,Bà Xã Nhà Tôi Đến Từ Ngàn Năm Trước,Ma femme vient d'il y a 1000 ans,雨の日に拾ったのは野良猫系女剣士！？",,https://anilist.co/manga/146267,https://www.mangaupdates.com/series/194403
Slime Seijo,Reading,,16,2024-08-19,"スライム聖女,슬라임 성녀,Slime Saint,Слизь, ставшая святой",https://myanimelist.net/manga/165693,https://anilist.co/manga/172735,https://www.mangaupdates.com/series/k2fbbvm
Tokyo Isekai Fudousan,Reading,,,2023-07-16,"Tokyo Otherworldly Estate,ＴＯＫＹＯ異世界不動産,Tokyo Real Estate Office for Otherworlders,Tokyo Different World Estate,TOKYO異世界不動産",,https://anilist.co/manga/112278,https://www.mangaupdates.com/series/157033
Tonari no Onee-san ga Suki,Reading,,,2023-25-15,"隣のお姉さんが好き,I Love The Older Girl Next Door.,I'm in Love With the Older Girl Next Door,戀上鄰家的大姐姐,Eu amo a garota mais velha da casa ao lado.",https://myanimelist.net/manga/140330,https://anilist.co/manga/138373,https://www.mangaupdates.com/series/187715
The Gourmet Gamer,Reading,,13,2023-35-15,"식사하고 가세요!,Please Have a Meal !,Eat and Go!,Великолепный вкус,Siksahago Gaseyo!,お食事はいかがですか？,Por favor, coma!,Gourmet Gamer,Leveling gourmet,Please Have a Meal,Please Have a Meal!,请您先用餐！",https://myanimelist.net/manga/150431,https://anilist.co/manga/136672,https://www.mangaupdates.com/series/180601
How to Grill Our Love,Reading,,5,2025-37-26,"焼いてるふたり,Брак с Нуля: Как Поджарить Нашу Любовь,दुई जना पकाउँदै,굽고 있는 두 사람,爱情是烤肉的滋味!,จุดรักเราด้วยเตาถ่าน,爱情是烤肉的滋味！,Yaiteru Futari,จุดรักเราด้วยเตาถ่าน (SIC),A Rare Marriage: How to Grill Our Love",https://myanimelist.net/manga/130633,https://anilist.co/manga/124621,https://www.mangaupdates.com/series/172724
Yuusha ka Maou ka Erabasete,Reading,,14,2023-32-16,"Decide to Hero or Devil,勇者か魔王か選ばせて,Héro ou Roi Démon ? Laissez moi choisir !,Hero or Demon Lord? Let me Choose!,Yuusha ka maou ka erabasete,魔王还是勇者 请让我选",https://myanimelist.net/manga/120788,https://anilist.co/manga/111169,https://www.mangaupdates.com/series/155198
Mage & Demon Queen,Reading,,71,2023-37-23,"جادوگر و ملکه‌ی شیاطین,Mag & królowa demonów,Serás mi reina,Penyihir dan Ratu Iblis,Mage and Demon Queen,Maga e Rainha Demônio",,,https://www.mangaupdates.com/series/2dyseba
A-Rank Boukensha no Slow Life,Reading,,35,2023-38-21,"Ａランク冒険者のスローライフ,A級冒險者的慢生活,An A-Ranked Adventurer’s “Slow-living”,Aランク冒険者のスローライフ,A级冒险者的田园生活",https://myanimelist.net/manga/124049,https://anilist.co/manga/109849,https://www.mangaupdates.com/series/153508
What Do You Do When You Suddenly Become an Immortal?,Reading,,,2023-43-21,"Turan Cheng Xianle Zenme Ban,What to Do When Suddenly Becoming the Immortal,突然成仙了怎么办,Túrán Chéng Xiānle Zěnme Bàn",,,https://www.mangaupdates.com/series/196096
Kawaii Koi wa Kikazaranai,Reading,,3,2024-36-12,"カワイイ恋は着飾らない,Я не кукла для переодевания!,Don't Dress Up My Sweet Sweet Love,Las chicas no son muñecas para que los hombres vistan,Onnanoko wa Otoko no Tame no Kisekae Ningyouja Nenda yo,Манӑн ҫепӗҫ йуратӑва ан тумлантарӑр,Don't Dress Up My Sweet Sweet Love!",https://myanimelist.net/manga/169951,https://anilist.co/manga/167062,https://www.mangaupdates.com/series/qznrqxr
Sukaraiti,Reading,,,2023-17-19,"スカライティ,Scalaity,于终焉世界的送葬纪行,Sklighty",https://myanimelist.net/manga/160709,https://anilist.co/manga/156070,https://www.mangaupdates.com/series/x84xmrs
Ashtarte,Reading,,,2023-56-27,"아슈타르테,Ashutarte,اشتارته,アシュタルテ,黑暗皇女: 雅什泰洛迪",https://myanimelist.net/manga/150101,https://anilist.co/manga/153273,https://www.mangaupdates.com/series/a117iw5
The Secret of the Partner Next to You,Reading,,4,2025-48-24,"Jae-Kyung's Secret,The Secret of Jae-Kyung,El secreto de Jae-Kyung,옆자리 짝꿍의 비밀,O Segredo de Jae-Kyung,Yeopjali jjagkkung-ui bimil,Rahasia Mitra Di Samping Anda,极致反差",https://myanimelist.net/manga/154140,https://anilist.co/manga/152298,https://www.mangaupdates.com/series/dpvwvd0
